,start,end,weight
136,S_2,S_256,1.0
137,S_2,S_300,1.0
138,S_2,S_320,1.0
139,S_2,S_330,1.0
140,S_2,S_419,1.0
141,S_3,S_11,1.0
142,S_3,S_12,1.0
143,S_3,S_17,1.0
144,S_3,S_23,1.0
145,S_3,S_24,1.0
146,S_3,S_27,1.0
147,S_3,S_28,1.0
148,S_3,S_31,1.0
149,S_3,S_37,1.0
150,S_3,S_40,1.0
151,S_3,S_45,1.0
152,S_3,S_53,1.0
153,S_3,S_57,1.0
154,S_3,S_59,1.0
155,S_3,S_83,1.0
156,S_3,S_87,1.0
157,S_3,S_92,1.0
158,S_3,S_93,1.0
159,S_3,S_97,1.0
160,S_3,S_101,1.0
161,S_3,S_102,1.0
162,S_3,S_105,1.0
163,S_3,S_108,1.0
164,S_3,S_122,1.0
165,S_3,S_131,1.0
166,S_3,S_133,1.0
167,S_3,S_146,1.0
168,S_3,S_148,1.0
169,S_3,S_165,1.0
170,S_3,S_170,1.0
171,S_3,S_176,1.0
172,S_3,S_193,1.0
173,S_3,S_202,1.0
174,S_3,S_205,1.0
175,S_3,S_206,1.0
176,S_3,S_207,1.0
177,S_3,S_210,1.0
178,S_3,S_214,1.0
179,S_3,S_221,1.0
180,S_3,S_222,1.0
181,S_3,S_225,1.0
182,S_3,S_231,1.0
183,S_3,S_252,1.0
184,S_3,S_256,1.0
185,S_3,S_269,1.0
186,S_3,S_281,1.0
187,S_3,S_288,1.0
188,S_3,S_306,1.0
189,S_3,S_328,1.0
190,S_3,S_329,1.0
191,S_3,S_526,1.0
192,S_3,S_620,1.0
193,S_4,S_2,1.0
194,S_4,S_5,1.0
195,S_4,S_6,1.0
196,S_4,S_7,1.0
197,S_4,S_12,1.0
198,S_4,S_13,1.0
199,S_4,S_15,1.0
200,S_4,S_16,1.0
201,S_4,S_17,1.0
202,S_4,S_18,1.0
203,S_4,S_22,1.0
204,S_4,S_23,1.0
205,S_4,S_25,1.0
206,S_4,S_27,1.0
207,S_4,S_30,1.0
208,S_4,S_31,1.0
209,S_4,S_37,1.0
210,S_4,S_39,1.0
211,S_4,S_40,1.0
212,S_4,S_43,1.0
213,S_4,S_45,1.0
214,S_4,S_48,1.0
215,S_4,S_49,1.0
216,S_4,S_50,1.0
217,S_4,S_59,1.0
218,S_4,S_64,1.0
219,S_4,S_69,1.0
220,S_4,S_70,1.0
221,S_4,S_71,1.0
222,S_4,S_72,1.0
223,S_4,S_73,1.0
224,S_4,S_74,1.0
225,S_4,S_79,1.0
226,S_4,S_83,1.0
227,S_4,S_87,1.0
228,S_4,S_91,1.0
229,S_4,S_92,1.0
230,S_4,S_93,1.0
231,S_4,S_94,1.0
232,S_4,S_102,1.0
233,S_4,S_106,1.0
234,S_4,S_108,1.0
235,S_4,S_112,1.0
236,S_4,S_122,1.0
237,S_4,S_123,1.0
238,S_4,S_125,1.0
239,S_4,S_126,1.0
240,S_4,S_131,1.0
241,S_4,S_133,1.0
242,S_4,S_137,1.0
243,S_4,S_152,1.0
244,S_4,S_161,1.0
245,S_4,S_163,1.0
246,S_4,S_170,1.0
247,S_4,S_171,1.0
248,S_4,S_174,1.0
249,S_4,S_179,1.0
250,S_4,S_181,1.0
251,S_4,S_183,1.0
252,S_4,S_191,1.0
253,S_4,S_197,1.0
254,S_4,S_199,1.0
255,S_4,S_202,1.0
256,S_4,S_211,1.0
257,S_4,S_214,1.0
258,S_4,S_218,1.0
259,S_4,S_222,1.0
260,S_4,S_224,1.0
261,S_4,S_228,1.0
262,S_4,S_230,1.0
263,S_4,S_240,1.0
264,S_4,S_256,1.0
265,S_4,S_267,1.0
266,S_4,S_279,1.0
267,S_4,S_280,1.0
268,S_4,S_300,1.0
269,S_4,S_320,1.0
270,S_4,S_328,1.0
271,S_4,S_330,1.0
272,S_4,S_419,1.0
273,S_4,S_515,1.0
274,S_4,S_524,1.0
275,S_4,S_526,1.0
276,S_5,S_0,1.0
277,S_5,S_2,1.0
278,S_5,S_4,1.0
279,S_5,S_7,1.0
280,S_5,S_12,1.0
281,S_5,S_17,1.0
282,S_5,S_18,1.0
283,S_5,S_22,1.0
284,S_5,S_23,1.0
285,S_5,S_24,1.0
286,S_5,S_27,1.0
287,S_5,S_28,1.0
288,S_5,S_31,1.0
289,S_5,S_37,1.0
290,S_5,S_39,1.0
291,S_5,S_45,1.0
292,S_5,S_47,1.0
293,S_5,S_56,1.0
294,S_5,S_57,1.0
295,S_5,S_59,1.0
296,S_5,S_69,1.0
297,S_5,S_71,1.0
298,S_5,S_83,1.0
299,S_5,S_87,1.0
300,S_5,S_91,1.0
301,S_5,S_92,1.0
302,S_5,S_96,1.0
303,S_5,S_99,1.0
304,S_5,S_103,1.0
305,S_5,S_104,1.0
306,S_5,S_108,1.0
307,S_5,S_112,1.0
308,S_5,S_116,1.0
309,S_5,S_122,1.0
310,S_5,S_123,1.0
311,S_5,S_132,1.0
312,S_5,S_136,1.0
313,S_5,S_137,1.0
314,S_5,S_141,1.0
315,S_5,S_144,1.0
316,S_5,S_152,1.0
317,S_5,S_161,1.0
318,S_5,S_170,1.0
319,S_5,S_174,1.0
320,S_5,S_175,1.0
321,S_5,S_181,1.0
322,S_5,S_197,1.0
323,S_5,S_199,1.0
324,S_5,S_202,1.0
325,S_5,S_211,1.0
326,S_5,S_213,1.0
327,S_5,S_214,1.0
328,S_5,S_240,1.0
329,S_5,S_250,1.0
330,S_5,S_254,1.0
331,S_5,S_260,1.0
332,S_5,S_262,1.0
333,S_5,S_275,1.0
334,S_5,S_292,1.0
335,S_5,S_301,1.0
336,S_5,S_302,1.0
337,S_5,S_307,1.0
338,S_5,S_330,1.0
339,S_5,S_515,1.0
340,S_5,S_520,1.0
341,S_5,S_526,1.0
342,S_6,S_2,1.0
343,S_6,S_4,1.0
344,S_6,S_12,1.0
345,S_6,S_17,1.0
346,S_6,S_23,1.0
347,S_6,S_27,1.0
348,S_6,S_28,1.0
349,S_6,S_31,1.0
350,S_6,S_36,1.0
351,S_6,S_45,1.0
352,S_6,S_53,1.0
353,S_6,S_57,1.0
354,S_6,S_59,1.0
355,S_6,S_65,1.0
356,S_6,S_87,1.0
357,S_6,S_91,1.0
358,S_6,S_92,1.0
359,S_6,S_93,1.0
360,S_6,S_102,1.0
361,S_6,S_105,1.0
362,S_6,S_109,1.0
363,S_6,S_116,1.0
364,S_6,S_123,1.0
365,S_6,S_146,1.0
366,S_6,S_161,1.0
367,S_6,S_168,1.0
368,S_6,S_179,1.0
369,S_6,S_215,1.0
370,S_6,S_254,1.0
371,S_6,S_262,1.0
372,S_6,S_264,1.0
373,S_6,S_292,1.0
374,S_6,S_526,1.0
375,S_7,S_2,1.0
376,S_7,S_4,1.0
377,S_7,S_5,1.0
378,S_7,S_12,1.0
379,S_7,S_17,1.0
380,S_7,S_23,1.0
381,S_7,S_27,1.0
382,S_7,S_28,1.0
383,S_7,S_31,1.0
384,S_7,S_39,1.0
385,S_7,S_45,1.0
386,S_7,S_53,1.0
387,S_7,S_57,1.0
388,S_7,S_59,1.0
389,S_7,S_64,1.0
390,S_7,S_71,1.0
391,S_7,S_87,1.0
392,S_7,S_91,1.0
393,S_7,S_92,1.0
394,S_7,S_93,1.0
395,S_7,S_102,1.0
396,S_7,S_116,1.0
397,S_7,S_122,1.0
398,S_7,S_123,1.0
399,S_7,S_146,1.0
400,S_7,S_161,1.0
401,S_7,S_168,1.0
402,S_7,S_199,1.0
403,S_7,S_214,1.0
404,S_7,S_240,1.0
405,S_7,S_262,1.0
406,S_7,S_264,1.0
407,S_7,S_526,1.0
408,S_8,S_0,1.0
409,S_8,S_10,1.0
410,S_8,S_14,1.0
411,S_8,S_22,1.0
412,S_8,S_63,1.0
413,S_8,S_70,1.0
414,S_8,S_76,1.0
415,S_8,S_81,1.0
416,S_8,S_90,1.0
417,S_8,S_106,1.0
418,S_8,S_107,1.0
419,S_8,S_109,1.0
420,S_8,S_124,1.0
421,S_8,S_127,1.0
422,S_8,S_129,1.0
423,S_8,S_149,1.0
424,S_8,S_159,1.0
425,S_8,S_160,1.0
426,S_8,S_162,1.0
427,S_8,S_169,1.0
428,S_8,S_173,1.0
429,S_8,S_179,1.0
430,S_8,S_184,1.0
431,S_8,S_192,1.0
432,S_8,S_236,1.0
433,S_8,S_237,1.0
434,S_8,S_239,1.0
435,S_8,S_241,1.0
436,S_8,S_245,1.0
437,S_8,S_249,1.0
438,S_8,S_255,1.0
439,S_8,S_265,1.0
440,S_8,S_271,1.0
441,S_8,S_274,1.0
442,S_8,S_496,1.0
443,S_8,S_503,1.0
444,S_9,S_0,1.0
445,S_9,S_22,1.0
446,S_9,S_63,1.0
447,S_9,S_70,1.0
448,S_9,S_81,1.0
449,S_9,S_90,1.0
450,S_9,S_106,1.0
451,S_9,S_107,1.0
452,S_9,S_109,1.0
453,S_9,S_115,1.0
454,S_9,S_118,1.0
455,S_9,S_124,1.0
456,S_9,S_127,1.0
457,S_9,S_129,1.0
458,S_9,S_149,1.0
459,S_9,S_159,1.0
460,S_9,S_160,1.0
461,S_9,S_169,1.0
462,S_9,S_173,1.0
463,S_9,S_179,1.0
464,S_9,S_192,1.0
465,S_9,S_230,1.0
466,S_9,S_236,1.0
467,S_9,S_239,1.0
468,S_9,S_241,1.0
469,S_9,S_245,1.0
470,S_9,S_249,1.0
471,S_9,S_255,1.0
472,S_9,S_265,1.0
473,S_9,S_271,1.0
474,S_9,S_274,1.0
475,S_9,S_496,1.0
476,S_9,S_677,1.0
477,S_10,S_8,1.0
478,S_10,S_14,1.0
479,S_10,S_15,1.0
480,S_10,S_16,1.0
481,S_10,S_21,1.0
482,S_10,S_22,1.0
483,S_10,S_28,1.0
484,S_10,S_45,1.0
485,S_10,S_51,1.0
486,S_10,S_57,1.0
487,S_10,S_58,1.0
488,S_10,S_59,1.0
489,S_10,S_70,1.0
490,S_10,S_74,1.0
491,S_10,S_76,1.0
492,S_10,S_78,1.0
493,S_10,S_79,1.0
494,S_10,S_81,1.0
495,S_10,S_87,1.0
496,S_10,S_94,1.0
497,S_10,S_102,1.0
498,S_10,S_106,1.0
499,S_10,S_107,1.0
500,S_10,S_115,1.0
501,S_10,S_120,1.0
502,S_10,S_123,1.0
503,S_10,S_124,1.0
504,S_10,S_125,1.0
505,S_10,S_129,1.0
506,S_10,S_137,1.0
507,S_10,S_138,1.0
508,S_10,S_149,1.0
509,S_10,S_150,1.0
510,S_10,S_151,1.0
511,S_10,S_160,1.0
512,S_10,S_161,1.0
513,S_10,S_162,1.0
514,S_10,S_163,1.0
515,S_10,S_167,1.0
516,S_10,S_170,1.0
517,S_10,S_173,1.0
518,S_10,S_179,1.0
519,S_10,S_182,1.0
520,S_10,S_184,1.0
521,S_10,S_192,1.0
522,S_10,S_197,1.0
523,S_10,S_199,1.0
524,S_10,S_230,1.0
525,S_10,S_233,1.0
526,S_10,S_237,1.0
527,S_10,S_239,1.0
528,S_10,S_249,1.0
529,S_10,S_255,1.0
530,S_10,S_265,1.0
531,S_10,S_274,1.0
532,S_10,S_300,1.0
533,S_10,S_418,1.0
534,S_10,S_419,1.0
535,S_10,S_421,1.0
536,S_10,S_473,1.0
537,S_10,S_520,1.0
538,S_10,S_525,1.0
539,S_10,S_526,1.0
540,S_11,S_2,1.0
541,S_11,S_3,1.0
542,S_11,S_14,1.0
543,S_11,S_16,1.0
544,S_11,S_17,1.0
545,S_11,S_22,1.0
546,S_11,S_23,1.0
547,S_11,S_24,1.0
548,S_11,S_27,1.0
549,S_11,S_28,1.0
550,S_11,S_31,1.0
551,S_11,S_45,1.0
552,S_11,S_53,1.0
553,S_11,S_57,1.0
554,S_11,S_58,1.0
555,S_11,S_59,1.0
556,S_11,S_64,1.0
557,S_11,S_70,1.0
558,S_11,S_72,1.0
559,S_11,S_74,1.0
560,S_11,S_76,1.0
561,S_11,S_79,1.0
562,S_11,S_81,1.0
563,S_11,S_83,1.0
564,S_11,S_87,1.0
565,S_11,S_89,1.0
566,S_11,S_92,1.0
567,S_11,S_93,1.0
568,S_11,S_94,1.0
569,S_11,S_97,1.0
570,S_11,S_102,1.0
571,S_11,S_105,1.0
572,S_11,S_108,1.0
573,S_11,S_120,1.0
574,S_11,S_123,1.0
575,S_11,S_146,1.0
576,S_11,S_161,1.0
577,S_11,S_167,1.0
578,S_11,S_170,1.0
579,S_11,S_179,1.0
580,S_11,S_193,1.0
581,S_11,S_199,1.0
582,S_11,S_214,1.0
583,S_11,S_233,1.0
584,S_11,S_274,1.0
585,S_11,S_282,1.0
586,S_11,S_300,1.0
587,S_11,S_320,1.0
588,S_11,S_328,1.0
589,S_11,S_418,1.0
590,S_11,S_419,1.0
591,S_11,S_526,1.0
592,S_12,S_2,1.0
593,S_12,S_3,1.0
594,S_12,S_4,1.0
595,S_12,S_5,1.0
596,S_12,S_6,1.0
597,S_12,S_7,1.0
598,S_12,S_13,1.0
599,S_12,S_17,1.0
600,S_12,S_18,1.0
601,S_12,S_22,1.0
602,S_12,S_24,1.0
603,S_12,S_25,1.0
604,S_12,S_27,1.0
605,S_12,S_28,1.0
606,S_12,S_31,1.0
607,S_12,S_37,1.0
608,S_12,S_39,1.0
609,S_12,S_40,1.0
610,S_12,S_45,1.0
611,S_12,S_47,1.0
612,S_12,S_49,1.0
613,S_12,S_50,1.0
614,S_12,S_53,1.0
615,S_12,S_54,1.0
616,S_12,S_56,1.0
617,S_12,S_57,1.0
618,S_12,S_59,1.0
619,S_12,S_62,1.0
620,S_12,S_69,1.0
621,S_12,S_71,1.0
622,S_12,S_83,1.0
623,S_12,S_91,1.0
624,S_12,S_92,1.0
625,S_12,S_96,1.0
626,S_12,S_99,1.0
627,S_12,S_101,1.0
628,S_12,S_103,1.0
629,S_12,S_104,1.0
630,S_12,S_108,1.0
631,S_12,S_112,1.0
632,S_12,S_116,1.0
633,S_12,S_123,1.0
634,S_12,S_126,1.0
635,S_12,S_131,1.0
636,S_12,S_132,1.0
637,S_12,S_136,1.0
638,S_12,S_141,1.0
639,S_12,S_144,1.0
640,S_12,S_146,1.0
641,S_12,S_152,1.0
642,S_12,S_170,1.0
643,S_12,S_174,1.0
644,S_12,S_175,1.0
645,S_12,S_181,1.0
646,S_12,S_197,1.0
647,S_12,S_199,1.0
648,S_12,S_202,1.0
649,S_12,S_207,1.0
650,S_12,S_213,1.0
651,S_12,S_214,1.0
652,S_12,S_240,1.0
653,S_12,S_260,1.0
654,S_12,S_275,1.0
655,S_12,S_282,1.0
656,S_12,S_307,1.0
657,S_12,S_330,1.0
658,S_12,S_526,1.0
659,S_13,S_1,1.0
660,S_13,S_4,1.0
661,S_13,S_12,1.0
662,S_13,S_14,1.0
663,S_13,S_16,1.0
664,S_13,S_22,1.0
665,S_13,S_25,1.0
666,S_13,S_28,1.0
667,S_13,S_33,1.0
668,S_13,S_38,1.0
669,S_13,S_43,1.0
670,S_13,S_47,1.0
671,S_13,S_54,1.0
672,S_13,S_56,1.0
673,S_13,S_59,1.0
674,S_13,S_69,1.0
675,S_13,S_73,1.0
676,S_13,S_74,1.0
677,S_13,S_78,1.0
678,S_13,S_81,1.0
679,S_13,S_96,1.0
680,S_13,S_98,1.0
681,S_13,S_103,1.0
682,S_13,S_112,1.0
683,S_13,S_123,1.0
684,S_13,S_125,1.0
685,S_13,S_127,1.0
686,S_13,S_131,1.0
687,S_13,S_132,1.0
688,S_13,S_136,1.0
689,S_13,S_144,1.0
690,S_13,S_151,1.0
691,S_13,S_152,1.0
692,S_13,S_163,1.0
693,S_13,S_170,1.0
694,S_13,S_174,1.0
695,S_13,S_188,1.0
696,S_13,S_197,1.0
697,S_13,S_199,1.0
698,S_13,S_211,1.0
699,S_13,S_213,1.0
700,S_13,S_230,1.0
701,S_13,S_240,1.0
702,S_13,S_250,1.0
703,S_13,S_255,1.0
704,S_13,S_272,1.0
705,S_13,S_274,1.0
706,S_13,S_275,1.0
707,S_13,S_307,1.0
708,S_13,S_330,1.0
709,S_13,S_496,1.0
710,S_13,S_499,1.0
711,S_13,S_520,1.0
712,S_14,S_0,1.0
713,S_14,S_1,1.0
714,S_14,S_8,1.0
715,S_14,S_10,1.0
716,S_14,S_11,1.0
717,S_14,S_13,1.0
718,S_14,S_15,1.0
719,S_14,S_16,1.0
720,S_14,S_22,1.0
721,S_14,S_26,1.0
722,S_14,S_28,1.0
723,S_14,S_33,1.0
724,S_14,S_38,1.0
725,S_14,S_46,1.0
726,S_14,S_47,1.0
727,S_14,S_51,1.0
728,S_14,S_54,1.0
729,S_14,S_56,1.0
730,S_14,S_58,1.0
731,S_14,S_59,1.0
732,S_14,S_60,1.0
733,S_14,S_67,1.0
734,S_14,S_69,1.0
735,S_14,S_73,1.0
736,S_14,S_76,1.0
737,S_14,S_78,1.0
738,S_14,S_79,1.0
739,S_14,S_81,1.0
740,S_14,S_87,1.0
741,S_14,S_94,1.0
742,S_14,S_96,1.0
743,S_14,S_98,1.0
744,S_14,S_99,1.0
745,S_14,S_103,1.0
746,S_14,S_104,1.0
747,S_14,S_107,1.0
748,S_14,S_115,1.0
749,S_14,S_120,1.0
750,S_14,S_123,1.0
751,S_14,S_124,1.0
752,S_14,S_125,1.0
753,S_14,S_126,1.0
754,S_14,S_127,1.0
755,S_14,S_129,1.0
756,S_14,S_132,1.0
757,S_14,S_135,1.0
758,S_14,S_136,1.0
759,S_14,S_137,1.0
760,S_14,S_138,1.0
761,S_14,S_141,1.0
762,S_14,S_150,1.0
763,S_14,S_151,1.0
764,S_14,S_152,1.0
765,S_14,S_160,1.0
766,S_14,S_161,1.0
767,S_14,S_162,1.0
768,S_14,S_163,1.0
769,S_14,S_169,1.0
770,S_14,S_170,1.0
771,S_14,S_173,1.0
772,S_14,S_174,1.0
773,S_14,S_181,1.0
774,S_14,S_182,1.0
775,S_14,S_184,1.0
776,S_14,S_188,1.0
777,S_14,S_192,1.0
778,S_14,S_197,1.0
779,S_14,S_199,1.0
780,S_14,S_211,1.0
781,S_14,S_213,1.0
782,S_14,S_219,1.0
783,S_14,S_220,1.0
784,S_14,S_230,1.0
785,S_14,S_233,1.0
786,S_14,S_237,1.0
787,S_14,S_239,1.0
788,S_14,S_244,1.0
789,S_14,S_245,1.0
790,S_14,S_246,1.0
791,S_14,S_248,1.0
792,S_14,S_250,1.0
793,S_14,S_255,1.0
794,S_14,S_259,1.0
795,S_14,S_265,1.0
796,S_14,S_272,1.0
797,S_14,S_274,1.0
798,S_14,S_275,1.0
799,S_14,S_290,1.0
800,S_14,S_301,1.0
801,S_14,S_307,1.0
802,S_14,S_327,1.0
803,S_14,S_330,1.0
804,S_14,S_408,1.0
805,S_14,S_419,1.0
806,S_14,S_451,1.0
807,S_14,S_472,1.0
808,S_14,S_474,1.0
809,S_14,S_496,1.0
810,S_14,S_499,1.0
811,S_14,S_503,1.0
812,S_14,S_520,1.0
813,S_15,S_1,1.0
814,S_15,S_4,1.0
815,S_15,S_10,1.0
816,S_15,S_14,1.0
817,S_15,S_16,1.0
818,S_15,S_18,1.0
819,S_15,S_22,1.0
820,S_15,S_33,1.0
821,S_15,S_43,1.0
822,S_15,S_45,1.0
823,S_15,S_59,1.0
824,S_15,S_70,1.0
825,S_15,S_71,1.0
826,S_15,S_72,1.0
827,S_15,S_73,1.0
828,S_15,S_74,1.0
829,S_15,S_76,1.0
830,S_15,S_79,1.0
831,S_15,S_81,1.0
832,S_15,S_87,1.0
833,S_15,S_94,1.0
834,S_15,S_106,1.0
835,S_15,S_117,1.0
836,S_15,S_123,1.0
837,S_15,S_125,1.0
838,S_15,S_126,1.0
839,S_15,S_131,1.0
840,S_15,S_144,1.0
841,S_15,S_161,1.0
842,S_15,S_162,1.0
843,S_15,S_163,1.0
844,S_15,S_167,1.0
845,S_15,S_170,1.0
846,S_15,S_174,1.0
847,S_15,S_179,1.0
848,S_15,S_197,1.0
849,S_15,S_199,1.0
850,S_15,S_211,1.0
851,S_15,S_218,1.0
852,S_15,S_240,1.0
853,S_15,S_272,1.0
854,S_15,S_279,1.0
855,S_15,S_280,1.0
856,S_15,S_290,1.0
857,S_15,S_300,1.0
858,S_15,S_419,1.0
859,S_15,S_520,1.0
860,S_15,S_529,1.0
861,S_16,S_1,1.0
862,S_16,S_4,1.0
863,S_16,S_10,1.0
864,S_16,S_11,1.0
865,S_16,S_13,1.0
866,S_16,S_14,1.0
867,S_16,S_15,1.0
868,S_16,S_18,1.0
869,S_16,S_22,1.0
870,S_16,S_28,1.0
871,S_16,S_33,1.0
872,S_16,S_43,1.0
873,S_16,S_59,1.0
874,S_16,S_69,1.0
875,S_16,S_70,1.0
876,S_16,S_72,1.0
877,S_16,S_73,1.0
878,S_16,S_74,1.0
879,S_16,S_76,1.0
880,S_16,S_79,1.0
881,S_16,S_81,1.0
882,S_16,S_87,1.0
883,S_16,S_89,1.0
884,S_16,S_94,1.0
885,S_16,S_100,1.0
886,S_16,S_106,1.0
887,S_16,S_115,1.0
888,S_16,S_117,1.0
889,S_16,S_123,1.0
890,S_16,S_124,1.0
891,S_16,S_125,1.0
892,S_16,S_126,1.0
893,S_16,S_129,1.0
894,S_16,S_132,1.0
895,S_16,S_137,1.0
896,S_16,S_138,1.0
897,S_16,S_159,1.0
898,S_16,S_161,1.0
899,S_16,S_162,1.0
900,S_16,S_163,1.0
901,S_16,S_167,1.0
902,S_16,S_170,1.0
903,S_16,S_174,1.0
904,S_16,S_179,1.0
905,S_16,S_182,1.0
906,S_16,S_197,1.0
907,S_16,S_199,1.0
908,S_16,S_211,1.0
909,S_16,S_218,1.0
910,S_16,S_230,1.0
911,S_16,S_233,1.0
912,S_16,S_239,1.0
913,S_16,S_249,1.0
914,S_16,S_272,1.0
915,S_16,S_279,1.0
916,S_16,S_280,1.0
917,S_16,S_290,1.0
918,S_16,S_300,1.0
919,S_16,S_330,1.0
920,S_16,S_419,1.0
921,S_16,S_520,1.0
922,S_16,S_525,1.0
923,S_16,S_529,1.0
924,S_16,S_642,1.0
925,S_17,S_2,1.0
926,S_17,S_3,1.0
927,S_17,S_4,1.0
928,S_17,S_5,1.0
929,S_17,S_6,1.0
930,S_17,S_7,1.0
931,S_17,S_11,1.0
932,S_17,S_12,1.0
933,S_17,S_18,1.0
934,S_17,S_22,1.0
935,S_17,S_23,1.0
936,S_17,S_24,1.0
937,S_17,S_25,1.0
938,S_17,S_27,1.0
939,S_17,S_28,1.0
940,S_17,S_37,1.0
941,S_17,S_39,1.0
942,S_17,S_40,1.0
943,S_17,S_43,1.0
944,S_17,S_45,1.0
945,S_17,S_47,1.0
946,S_17,S_49,1.0
947,S_17,S_50,1.0
948,S_17,S_54,1.0
949,S_17,S_57,1.0
950,S_17,S_59,1.0
951,S_17,S_62,1.0
952,S_17,S_69,1.0
953,S_17,S_71,1.0
954,S_17,S_72,1.0
955,S_17,S_83,1.0
956,S_17,S_87,1.0
957,S_17,S_91,1.0
958,S_17,S_92,1.0
959,S_17,S_96,1.0
960,S_17,S_99,1.0
961,S_17,S_102,1.0
962,S_17,S_103,1.0
963,S_17,S_106,1.0
964,S_17,S_108,1.0
965,S_17,S_112,1.0
966,S_17,S_116,1.0
967,S_17,S_122,1.0
968,S_17,S_123,1.0
969,S_17,S_131,1.0
970,S_17,S_132,1.0
971,S_17,S_141,1.0
972,S_17,S_144,1.0
973,S_17,S_146,1.0
974,S_17,S_161,1.0
975,S_17,S_170,1.0
976,S_17,S_174,1.0
977,S_17,S_175,1.0
978,S_17,S_191,1.0
979,S_17,S_197,1.0
980,S_17,S_199,1.0
981,S_17,S_202,1.0
982,S_17,S_214,1.0
983,S_17,S_218,1.0
984,S_17,S_228,1.0
985,S_17,S_231,1.0
986,S_17,S_240,1.0
987,S_17,S_282,1.0
988,S_17,S_306,1.0
989,S_17,S_307,1.0
990,S_17,S_320,1.0
991,S_17,S_330,1.0
992,S_17,S_419,1.0
993,S_17,S_515,1.0
994,S_17,S_526,1.0
995,S_17,S_528,1.0
996,S_17,S_620,1.0
997,S_18,S_2,1.0
